id,brand,categories,primaryCategories,colors,prices.amountMax,prices.amountMin,prices.color,prices.condition,prices.isSale
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,59.99,Mauve,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,59.99,Navy,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,31.49,Navy,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,Navy,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,Mauve,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,59.99,Black,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,59.99,Mauve,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,Navy,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,Black,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,Navy,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,59.99,Black,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,59.99,Mauve,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,Mauve,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,41.99,Mauve,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,41.99,Black,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,41.99,Mauve,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,31.49,Black,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,Mauve,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,Mauve,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,31.49,Navy,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,Black,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,Black,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,Black,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,Mauve,,FALSE
AV_G-bP5KZqtpbFMTZCv,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,31.49,Black,,FALSE
AV_A2ve2Hh53nbDR_ugb,ryka,"Womens,Shoes,Athletic Shoes,Sneakers,Ryka",Shoes,,"85,00",85,Gray Lime,,FALSE
AV_A2ve2Hh53nbDR_ugb,ryka,"Womens,Shoes,Athletic Shoes,Sneakers,Ryka",Shoes,,"85,00",85,Black Gray,,FALSE
AV_A2ve2Hh53nbDR_ugb,ryka,"Womens,Shoes,Athletic Shoes,Sneakers,Ryka",Shoes,,"85,00",85,Black Gray,,FALSE
AV_A2ve2Hh53nbDR_ugb,ryka,"Womens,Shoes,Athletic Shoes,Sneakers,Ryka",Shoes,,"85,00",85,Gray Lime,,FALSE
AV_A2ve2Hh53nbDR_ugb,ryka,"Womens,Shoes,Athletic Shoes,Sneakers,Ryka",Shoes,,"85,00",85,Blue Orange,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,42.49,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,42.49,Black,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,49.99,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,31.49,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,49.99,Black,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,31.49,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,49.99,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,31.49,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,49.99,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,White,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,Black,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,31.49,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,31.49,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,31.49,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,Black,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,41.99,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,31.49,White,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,White,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,41.99,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,31.49,White,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,42.49,Black,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,42.49,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,Taupe,,FALSE
AV_X3gRmYSSHbkXwqnAb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,49.99,Taupe,,FALSE
AV_A3W8wHh53nbDR_unp,ryka,"Womens,Shoes,Athletic Shoes,Sneakers,Ryka,Clothing,Women's Shoes,Women's Casual Shoes",Shoes,"Blackgrey,Greyblack,Navyblue","60,00",60,Navy Blue,,FALSE
AV_A3W8wHh53nbDR_unp,ryka,"Womens,Shoes,Athletic Shoes,Sneakers,Ryka,Clothing,Women's Shoes,Women's Casual Shoes",Shoes,"Blackgrey,Greyblack,Navyblue","60,00",60,Black Gray,,FALSE
AV_A3W8wHh53nbDR_unp,ryka,"Womens,Shoes,Athletic Shoes,Sneakers,Ryka,Clothing,Women's Shoes,Women's Casual Shoes",Shoes,"Blackgrey,Greyblack,Navyblue","60,00",60,Gray Black,,FALSE
AV_A3W8wHh53nbDR_unp,ryka,"Womens,Shoes,Athletic Shoes,Sneakers,Ryka,Clothing,Women's Shoes,Women's Casual Shoes",Shoes,"Blackgrey,Greyblack,Navyblue","60,00",60,Gray Black,,FALSE
AV_A3W8wHh53nbDR_unp,ryka,"Womens,Shoes,Athletic Shoes,Sneakers,Ryka,Clothing,Women's Shoes,Women's Casual Shoes",Shoes,"Blackgrey,Greyblack,Navyblue","60,00",60,Black Gray,,FALSE
AV_A3W8wHh53nbDR_unp,ryka,"Womens,Shoes,Athletic Shoes,Sneakers,Ryka,Clothing,Women's Shoes,Women's Casual Shoes",Shoes,"Blackgrey,Greyblack,Navyblue","60,00",60,Navy Blue,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,37.49,Black,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,42.49,Soft Gold,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,59.99,Black,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,37.49,Soft Gold,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,39.99,Black,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,59.99,Silver,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,59.99,Soft Gold,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,37.49,Soft Gold,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,49.99,Black,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,39.99,Black,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,59.99,Soft Gold,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,49.99,Black,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,39.99,Black,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,59.99,Silver,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,42.49,Black,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,39.99,Silver,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,39.99,Silver,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,37.49,Black,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,39.99,Silver,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,59.99,Black,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,42.49,Black,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,37.49,Soft Gold,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,37.49,Soft Gold,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,49.99,Soft Gold,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,59.99,Soft Gold,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,42.49,Silver,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,42.49,Black,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,59.99,Soft Gold,,FALSE
AV_A4GPuuC1rwyj_g8Xg,lifestride,"Womens,Shoes,Pumps,Heels,LifeStride",Shoes,,59.99,37.49,Silver,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,Mushroom,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,White,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,41.99,Black,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,Mushroom,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,White,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,31.49,Multi Metallic,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,31.49,Mushroom,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,Mushroom,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,59.99,Multi Metallic,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,31.49,White,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,Multi Metallic,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,59.99,White,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,59.99,Mushroom,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,Multi Metallic,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,31.49,Mushroom,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,41.99,Mushroom,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,Mushroom,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,59.99,Black,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,59.99,Mushroom,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,41.99,White,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,41.99,Multi Metallic,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,Mushroom,,FALSE
AV_Kak5sHh53nbDRAAGl,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,41.99,Black,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,39.99,Black Snake,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,42.49,Taupe,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,37.49,Black Snake,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,42.49,Taupe,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,42.49,Cognac,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,42.49,Black Snake,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,37.49,Black Snake,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,37.49,Taupe,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,49.99,Cognac,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,42.49,Cognac,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,49.99,Taupe,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,39.99,Black Snake,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,37.49,Taupe,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,39.99,Cognac,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,59.99,Cognac,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,59.99,Taupe,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,37.49,Taupe,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,42.49,Black Snake,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,59.99,Cognac,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,37.49,Black Snake,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,42.49,Taupe,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,49.99,Black Snake,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,49.99,Cognac,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,42.49,Black Snake,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,59.99,Taupe,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,59.99,Cognac,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,39.99,Black Snake,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,37.49,Black Snake,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,37.49,Black Snake,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,42.49,Taupe,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,39.99,Taupe,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,49.99,Cognac,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,42.49,Taupe,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,59.99,Black Snake,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,39.99,Taupe,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,39.99,Black Snake,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,49.99,Cognac,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,37.49,Black Snake,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,59.99,Cognac,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,49.99,Cognac,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,59.99,Taupe,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,49.99,Taupe,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,59.99,Black Snake,,FALSE
AV_X3hk1uC1rwyj_hrgG,lifestride,"Womens,Shoes,Sandals,LifeStride","Shoes,Shoes",,59.99,49.99,Black Snake,,FALSE
AV_MYAflYSSHbkXwqNxZ,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,Black,,FALSE
AV_MYAflYSSHbkXwqNxZ,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,33.59,Black,,FALSE
AV_MYAflYSSHbkXwqNxZ,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,59.99,Black,,FALSE
AV_MYAflYSSHbkXwqNxZ,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,59.99,Black,,FALSE
AV_MYAflYSSHbkXwqNxZ,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,59.99,Black,,FALSE
AV_MYAflYSSHbkXwqNxZ,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,59.99,Black,,FALSE
AV_MYAflYSSHbkXwqNxZ,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,59.99,Black,,FALSE
AV_MYAflYSSHbkXwqNxZ,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,Black,,FALSE
AV_MYAflYSSHbkXwqNxZ,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,Black,,FALSE
AV_MYAflYSSHbkXwqNxZ,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,Black,,FALSE
AV_MYAflYSSHbkXwqNxZ,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,41.99,Navy,,FALSE
AV_MYAflYSSHbkXwqNxZ,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,31.49,Navy,,FALSE
AV_MYAflYSSHbkXwqNxZ,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,59.99,35.69,Black,,FALSE
AV_Ed_A9Hh53nbDR_0XK,ryka,"Womens,Shoes,Sandals,Ryka",Shoes,,"50,00",50,Blue Mint,,FALSE
AV_Ed_A9Hh53nbDR_0XK,ryka,"Womens,Shoes,Sandals,Ryka",Shoes,,"50,00",50,White Black,,FALSE
AV_Ed_A9Hh53nbDR_0XK,ryka,"Womens,Shoes,Sandals,Ryka",Shoes,,"50,00",50,Blue Mint,,FALSE
AV_EfEXtKZqtpbFMTTHh,ryka,"Womens,Shoes,Athletic Shoes,Sneakers,Ryka",Shoes,,"70,00",70,Charcoal Black,,FALSE
AV_EfEXtKZqtpbFMTTHh,ryka,"Womens,Shoes,Athletic Shoes,Sneakers,Ryka",Shoes,,"70,00",70,White Gray,,FALSE
AV_X2nlIuC1rwyj_hrBb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,49.99,34.99,Black,,FALSE
AV_X2nlIuC1rwyj_hrBb,lifestride,"Womens,Shoes,Sandals,LifeStride",Shoes,,49.99,26.24,Pewter,,FALSE
