id,brand,categories,primaryCategories,colors,prices.amountMax,prices.amountMin,prices.color,prices.condition,prices.isSale
AVpfEf_hLJeJML431ueH,Naturalizer,"Clothing,Shoes,Women's Shoes,All Women's Shoes,Heels,Sandals",Shoes,"Silver,Cream Watercolor Floral",55.99,55.99,UWomens  M Regular,,FALSE
AVpi74XfLJeJML43qZAc,MUK LUKS,"Clothing,Shoes,Women's Shoes,Women's Casual Shoes,All Women's Shoes",Shoes,Grey,"47,00",35.25,Grey,New,TRUE
AVpi74XfLJeJML43qZAc,MUK LUKS,"Clothing,Shoes,Women's Shoes,Women's Casual Shoes,All Women's Shoes",Shoes,Grey,35.25,35.25,Grey,New,FALSE
AVpjXyCc1cnluZ0-V-Gj,MUK LUKS,"Clothing,Shoes,Women's Shoes,All Women's Shoes,Women's Slippers","Shoes,Shoes",Black,24.75,24.75,Black,New,FALSE
AVphGKLPilAPnD_x1Nrm,MUK LUKS,"Clothing,Shoes,Women's Shoes,All Women's Shoes,Women's Slippers",Shoes,Grey,"33,00",30.39,Grey,New,TRUE
AVpg91ziilAPnD_xziOo,Soft Ones,"Womens Shoes,Clothing,Women's Shoes,Baby & Kids Shoes,Baby & Toddler Shoes,All Womens Shoes,Shoes,All Women's Shoes",Shoes,Brown Tweed,"14,00",7.9,Brown Tweed,New,TRUE
AVpjGKXyLJeJML43r8BH,MUK LUKS,"MUK LUKS,Womens,Women's Casual Shoes,Clothing,Women's Shoes,Women's Slippers,Slippers,Shoes,All Women's Shoes",Shoes,"Light Blue,Brown,Navy,Purple,Burgundy,Black,Natural","24,00",12.79,Purple,,FALSE
AVpjGKXyLJeJML43r8BH,MUK LUKS,"MUK LUKS,Womens,Women's Casual Shoes,Clothing,Women's Shoes,Women's Slippers,Slippers,Shoes,All Women's Shoes",Shoes,"Light Blue,Brown,Navy,Purple,Burgundy,Black,Natural","24,00",12.79,Brown,,FALSE
AVpfLXyhilAPnD_xWmNc,MUK LUKS,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Shoes,"Navy,Grey","59,00",39.88,Navy,New,TRUE
AVpfeWdJ1cnluZ0-lXYU,MUK LUKS,"Clothing,Shoes,Women's Shoes,Women's Winter Boots,All Women's Shoes,Women's Boots",Shoes,Brown,"59,00",47.99,Brown,New,TRUE
AVpfeWdJ1cnluZ0-lXYU,MUK LUKS,"Clothing,Shoes,Women's Shoes,Women's Winter Boots,All Women's Shoes,Women's Boots",Shoes,Brown,"59,00",36.99,Brown,New,TRUE
AVpf38PKLJeJML43FRwO,MUK LUKS,"Clothing,Shoes,Women's Shoes,Women's Winter Boots,All Women's Shoes,Women's Boots",Shoes,"Black,Medium Beige","95,00",62.8,Medium Beige,New,TRUE
AVph9abqilAPnD_x_Nrp,MUK LUKS,"Clothing,Shoes,Women's Shoes,All Women's Shoes,Women's Boots",Shoes,"Grey,Dark Brown,Chestnut,Brown","68,00",41.27,Dark Brown,New,TRUE
AVph9abqilAPnD_x_Nrp,MUK LUKS,"Clothing,Shoes,Women's Shoes,All Women's Shoes,Women's Boots",Shoes,"Grey,Dark Brown,Chestnut,Brown","68,00",44.88,Dark Brown,New,TRUE
AVpgNGD6ilAPnD_xpAke,MUK LUKS,"Clothing,Shoes,Women's Shoes,Women's Winter Boots,All Women's Shoes,Women's Boots","Shoes,Shoes","Grey,Dark Brown,Taupe","69,00",44.88,Dark Brown,New,TRUE
AVpgBzl41cnluZ0-vSQf,MUK LUKS,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Shoes,"Black,Grey,Pewter","50,00",28.91,Black,New,TRUE
AVpgBzl41cnluZ0-vSQf,MUK LUKS,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Shoes,"Black,Grey,Pewter","50,00",29.91,Black,New,TRUE
AVpgBzl41cnluZ0-vSQf,MUK LUKS,"Clothing,Shoes,Women's Shoes,All Women's Shoes",Shoes,"Black,Grey,Pewter","50,00",22.53,Black,New,TRUE
AVpivUm2ilAPnD_xHGfN,MUK LUKS,"Clothing,Shoes,Women's Shoes,Women's Winter Boots,All Women's Shoes,Women's Boots",Shoes,"Charcoal Gray,Grey,Dark Brown,Moccasin,Light Gray,Medium Brown","57,00",57,Dark Brown,New,FALSE
AVpivUm2ilAPnD_xHGfN,MUK LUKS,"Clothing,Shoes,Women's Shoes,Women's Winter Boots,All Women's Shoes,Women's Boots",Shoes,"Charcoal Gray,Grey,Dark Brown,Moccasin,Light Gray,Medium Brown","59,00",42.88,Dark Brown,New,TRUE
AV_NPBzfHh53nbDRAFPa,muk luks,"Womens,Shoes,Sandals,MUK LUKS,Clothing,Women's Shoes,All Women's Shoes","Shoes,Shoes",White,"36,00",25.49,White,,FALSE
AVpfGWT3ilAPnD_xU7MQ,Sloggers,"Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes",Shoes,"N/a,Kiwi,Blue,Black",32.44,32.44,Blue,New,FALSE
AVphXIhELJeJML43Z-74,Dr. Scholl's,"Clothing,Shoes,Women's Shoes,Women's Dress Shoes,All Women's Shoes,Home Improvement,Work Safety Clothing and Equipment","Shoes,Shoes",Black,32.98,32.98,Black,New,FALSE
AVphX0ZbLJeJML43aHNG,Genuine Dickies,"Clothing,Shoes,Women's Shoes,All Women's Shoes,Women's Casual Shoes,Women's Slippers","Shoes,Shoes","Black,Tan",19.97,13.88,BLACK,New,TRUE
AVpjDTKT1cnluZ0-TF44,Mo Mo,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Shoes,Shoes","Black,Fuchsia","24,00",13.88,BLACK,New,TRUE
AVphf6M51cnluZ0-DNIG,Mo Mo,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Shoes,Shoes","Black,Brown","24,00",24,Black,New,FALSE
AVpfk-Q81cnluZ0-nUsT,Mo Mo,"Clothing,Shoes,Women's Shoes,All Women's Shoes","Shoes,Shoes",Buckskin,"36,00",28.4,BUCKSKIN,New,TRUE
AV-ncxniKZqtpbFMS0GX,SKECHERS,"Womens,Sneakers,Womens Casual Shoes,Womens Shoes,Clothing,Women's Shoes,Shoes,Athletic Shoes,Skechers,All Women's Shoes",Shoes,Black,"85,00",85,Black,,FALSE
AV-ncxniKZqtpbFMS0GX,SKECHERS,"Womens,Sneakers,Womens Casual Shoes,Womens Shoes,Clothing,Women's Shoes,Shoes,Athletic Shoes,Skechers,All Women's Shoes",Shoes,Black,"85,00",85,Black,,FALSE
AV14CA98vKc47QAVnx6N,SKECHERS,"Sneakers,Womens Shoes,Clothing,Work Safety Clothing and Equipment,Shoes,Skechers,All Women's Shoes,Womens,Women's Shoes,Home Improvement,All Womens Shoes,Athletic Shoes,Women's Work & Safety Shoes",Shoes,Black,"75,00",75,Black,,FALSE
AV-KM264uC1rwyj_gSfJ,SKECHERS,"Womens,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,Sandals,Skechers,All Women's Shoes",Shoes,"Taupe,White",49.99,44.99,Taupe,,FALSE
AV-KM264uC1rwyj_gSfJ,SKECHERS,"Womens,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,Sandals,Skechers,All Women's Shoes",Shoes,"Taupe,White",49.99,49.99,White,,FALSE
AV-KM264uC1rwyj_gSfJ,SKECHERS,"Womens,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,Sandals,Skechers,All Women's Shoes",Shoes,"Taupe,White",49.99,49.99,White,,FALSE
AV_EeG8jKZqtpbFMTSuy,SKECHERS,"Womens,Clothing,Women's Shoes,Boots,Shoes,Skechers,All Women's Shoes",Shoes,"Chestnut,Chocolate,Black",74.99,74.99,Chocolate,,FALSE
AV_EeG8jKZqtpbFMTSuy,SKECHERS,"Womens,Clothing,Women's Shoes,Boots,Shoes,Skechers,All Women's Shoes",Shoes,"Chestnut,Chocolate,Black",74.99,74.99,Chestnut,,FALSE
AV_EeG8jKZqtpbFMTSuy,SKECHERS,"Womens,Clothing,Women's Shoes,Boots,Shoes,Skechers,All Women's Shoes",Shoes,"Chestnut,Chocolate,Black",74.99,74.99,Black,,FALSE
AV_EeG8jKZqtpbFMTSuy,SKECHERS,"Womens,Clothing,Women's Shoes,Boots,Shoes,Skechers,All Women's Shoes",Shoes,"Chestnut,Chocolate,Black",74.99,74.99,Black,,FALSE
AV_EeG8jKZqtpbFMTSuy,SKECHERS,"Womens,Clothing,Women's Shoes,Boots,Shoes,Skechers,All Women's Shoes",Shoes,"Chestnut,Chocolate,Black",74.99,74.99,Chestnut,,FALSE
AV_EeG8jKZqtpbFMTSuy,SKECHERS,"Womens,Clothing,Women's Shoes,Boots,Shoes,Skechers,All Women's Shoes",Shoes,"Chestnut,Chocolate,Black",74.99,74.99,Chocolate,,FALSE
AV_EeG8jKZqtpbFMTSuy,SKECHERS,"Womens,Clothing,Women's Shoes,Boots,Shoes,Skechers,All Women's Shoes",Shoes,"Chestnut,Chocolate,Black",74.99,74.99,Chocolate,,FALSE
AV_EeG8jKZqtpbFMTSuy,SKECHERS,"Womens,Clothing,Women's Shoes,Boots,Shoes,Skechers,All Women's Shoes",Shoes,"Chestnut,Chocolate,Black",74.99,74.99,Chocolate,,FALSE
AV_EeG8jKZqtpbFMTSuy,SKECHERS,"Womens,Clothing,Women's Shoes,Boots,Shoes,Skechers,All Women's Shoes",Shoes,"Chestnut,Chocolate,Black",74.99,74.99,Chestnut,,FALSE
AV_EeG8jKZqtpbFMTSuy,SKECHERS,"Womens,Clothing,Women's Shoes,Boots,Shoes,Skechers,All Women's Shoes",Shoes,"Chestnut,Chocolate,Black",74.99,74.99,Chestnut,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,54.99,White Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,48.74,Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,59.99,Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,54.99,White Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,64.99,Black Rose Gold,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,49.99,White Silver,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,54.99,Black Rose Gold,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,64.99,White Silver,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,54.99,Black Charcoal,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,49.99,White Silver,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,54.99,Black Charcoal,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,48.74,Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,49.99,White Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,49.99,White Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,59.99,Navy Blue,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,49.99,White Silver,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,49.99,White Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,48.74,White Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,48.74,White Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,64.99,White Silver,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,51.99,Black Charcoal,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,48.74,Black Charcoal,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,59.99,Navy Blue,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,59.99,Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,48.74,Navy Blue,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,54.99,White Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,54.99,White Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,48.74,Navy Blue,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,38.99,Black White,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,54.99,Black Charcoal,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,49.99,Black Charcoal,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,64.99,Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,59.99,Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,64.99,Navy Blue,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,48.74,Black Rose Gold,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,49.99,Black Charcoal,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,48.74,Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,49.99,Black Charcoal,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,49.99,Black Charcoal,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,64.99,Black Rose Gold,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,51.99,Black Charcoal,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,48.74,Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,64.99,White Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,48.74,White Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,38.99,Black White,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,64.99,Navy Blue,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,64.99,White Silver,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,48.74,Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,49.99,White Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,59.99,Navy Blue,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,45.49,White Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,48.74,Black Rose Gold,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,48.74,Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,49.99,White Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,59.99,Plum,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,54.99,Black Rose Gold,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,48.74,Black,,FALSE
AV2cVsE7vKc47QAVpJKS,SKECHERS,"Sneakers,Women's Athletic Shoes,Womens Shoes,Clothing,Shoes,Skechers,All Women's Shoes,Womens,Women's Casual Shoes,Womens Casual Shoes,Women's Shoes,All Womens Shoes,Athletic Shoes",Shoes,Black,64.99,64.99,Navy Blue,,FALSE
